"","realprice1","realprice2","realprice3","realprice4","br1","br2","br3","br4","residual.price.1","residual.price.2","residual.price.3","residual.price.4","min.dist.honda","min.dist.nissan","min.dist.toyota","min.dist.vw","DIST10.honda","DIST10.nissan","DIST10.toyota","DIST10.vw","TRADEMANUFACTURER","TRADENAME","TRADEMODEL","TRADEORIGIN","TRADEBODYTP","TRADECYLINDER","CUSTLATITUDE","CUSTLONGITUDE","ZIPCODE","brand"
"1",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,5.66802584402029,19.4751652248851,6.79977682446639,6.08167614491542,46.6593272974057,132.7189164954,131.103392383525,130.974717679926,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.137073,-118.724568,91301,3
"2",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.65830594248079,28.2011241142339,2.41867599491182,3.19456901173058,55.7539808791805,141.788707312316,139.563496725422,139.523557475063,"General Motors","Chevrolet","Blazer","Domestic","Sport Utility","6 Cyl",34.189938,-118.884142,91360,1
"3",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,7.80265750192483,1.18292986901336,6.94198825553958,11.4528626968219,31.2912853451935,107.901251323074,115.854209127447,115.16044943713,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.148009,-118.237079,91206,1
"4",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,5.84549049834174,10.5676371972689,0.850223092317258,5.79406175851441,27.3665916416372,97.3689549209248,96.2201267160993,95.6970293449755,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.871594,-118.108484,90703,3
"5",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,4.01056577311209,9.03580520416013,3.97709878117023,6.00708589693869,32.7612991893049,93.065116461018,91.6477074332845,90.2632865597089,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.816249,-118.034033,90630,1
"6",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,1.96635750334536,5.69792705431248,8.20753869965182,10.2444161939255,38.7905056009258,92.738638964217,93.0663724764559,84.2665808625041,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.752285,-117.95665,92844,1
"7",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,11.644953014448,2.85234767925792,3.70560786915408,27.6067232827416,43.0210587824799,94.9508475657306,95.2260181637346,72.1892881442602,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.611613,-117.678112,92691,3
"14",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,7.12482880953125,12.5501281325727,11.5361754582085,2.72024473992565,43.3895489857107,126.204116343726,129.475826929304,129.113642260511,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.203974,-118.575435,91306,2
"15",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,6.68787410093287,8.93019613983211,10.2243175350142,4.91010292047332,29.4548169860631,113.481144862683,112.666828465916,112.334612237857,"Toyota","Toyota","Prius","Asian","Sedan","4 Cyl",34.006718,-118.389172,90230,1
"16",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,6.44915747855111,12.4406235482351,5.64784911173806,1.93905619989438,32.2609210328918,96.9057113353644,96.0278281898537,90.8098022089218,"Honda","Honda","Pilot","Asian","Sport Utility","6 Cyl",33.780053,-118.109772,90815,1
"17",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,2.67710871116834,5.92730345102043,2.65921367849977,11.5157830729351,33.7793842256718,88.8674220943723,91.1707410602127,90.4060584879434,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.86551,-117.947876,92833,3
"18",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,11.1718745870309,9.71034423227636,9.29319147152286,10.052166914679,30.3539719815292,98.91896385931,108.841218279889,107.984182097952,"Volvo","Volvo","760","European","Sedan","4 Cyl",34.10392,-118.077299,91775,1
"19",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,19.6612532324349,18.3656455198202,5.07203858467759,4.44834689744608,31.1979503645518,91.2288646817437,107.138079483984,106.004723044114,"Nissan","Nissan","Altima","Asian","Sedan","6 Cyl",34.143513,-117.908636,91702,2
"20",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,7.02109577843552,9.92348610033069,8.41971353139856,6.22971456021007,41.6102144136513,119.694142446668,128.18520288626,127.58171071956,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.268746,-118.42046,91331,2
"21",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,1,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,15.2626073594833,15.1905771401714,15.3105309242211,5.12765181389341,42.5834248715854,75.9751569378291,98.9234589135944,97.394597639133,"Toyota","Toyota","RAV4","Asian","Sport Utility","4 Cyl",34.102369,-117.621784,91730,3
"22",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.1645822840756,4.28585702967526,8.75383756065873,12.4756061153174,40.1180561603417,91.1176959231555,91.4403928264415,83.2297298481363,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",33.758839,-117.911492,92843,1
"23",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,5.79317214926286,6.45080291989225,7.76329665697334,5.17388665537776,28.11540569932,113.413751331183,114.223029626793,113.832625247738,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.041747,-118.378904,90034,1
"24",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,2.90448286520963,5.21356608069867,4.90034216873995,9.62449779420788,36.151773214943,90.002171666713,90.3354545095696,87.1751706904123,"Bavarian Motor Works","Mini","Cooper","European","Hatchback","4 Cyl",33.801528,-117.961707,92841,2
"25",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.15774433420613,4.02991282224153,5.96475297756468,7.27698930576542,24.5780161472114,104.375190586518,102.364444116538,101.967079353804,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",33.909935,-118.235417,90222,2
"33",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,5.8204759981579,10.9148021566911,10.1445810611399,1.85545998908684,40.9661052927762,124.660893912753,126.905558344755,126.568343188514,"Chrysler","Jeep","Cherokee","Domestic","Sport Utility","6 Cyl",34.166691,-118.558509,91356,4
"57",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,8.26313752537861,9.89921902733932,8.46057701522272,7.54907123472619,40.8450762352846,117.724254649489,127.336917132651,126.677446581073,"Ford","Ford","Excursion","Domestic","Sport Utility","8 Cyl",34.275975,-118.377826,91342,2
"58",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,0.920959928787514,8.92107461470303,0.970318667832596,9.5255950034373,30.8279018974029,91.9659456797345,93.6024549209778,92.9086732684931,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",33.879901,-118.004425,90621,1
"59",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,12.8788328850722,31.6243994974026,36.5242955562103,20.156087815552,63.2807343222967,63.8316035611603,104.946336289015,102.825572742193,"Ford","Ford","F-150","Domestic","Pickup","8 Cyl",34.249479,-117.259337,92325,1
"60",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.75079079849835,25.236316857953,2.98744420813606,3.44516532578828,53.9044537981418,138.9789716032,138.499097612115,138.372835189163,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.214036,-118.821604,91362,1
"61",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,1,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.12996596515808,4.96698841240804,6.45644930711849,9.31526682111139,28.1790434357057,110.20138753538,113.658430001817,113.141919363079,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.072395,-118.307989,90004,2
"77",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.49205121505533,4.45227615618871,13.9968640863788,11.9763956536781,42.5223018860071,99.5229162043343,99.846892698837,80.6016548212557,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",33.65769,-118.000053,92648,1
"78",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,1,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.03712074723549,3.6289516897536,5.60139194498453,11.2090734039322,37.2031305574032,89.0401849064616,89.3700009587649,86.3807765052356,"Volkswagen","Volkswagen","Jetta","European","Sedan","6 Cyl",33.803499,-117.931916,92802,1
"79",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,3.26013015814269,4.93666975962648,3.22249578024037,11.0352042632909,34.8498956349556,88.5715676608897,89.7892625364986,89.0515224068876,"Chrysler","Chrysler","Sebring","Domestic","Sedan","4 Cyl",33.843105,-117.945613,92801,1
"80",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.67865401021996,7.21423912560219,4.0107027261261,5.12900667745447,25.7248229134126,100.807176312157,97.7898576020343,97.3780531376679,"Honda","Honda","Pilot","Asian","Sport Utility","6 Cyl",33.861975,-118.175159,90805,1
"81",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,7.30339439001311,3.11436078683614,9.18928850303009,13.8039199623766,33.4380846349195,105.514283055349,113.568461762263,112.846269676079,"Mazda","Mazda","626","Asian","Sedan","4 Cyl",34.128031,-118.197741,90042,1
"82",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.49789345974107,8.58884039879268,7.13424084712933,3.68546272293544,40.6314191919918,120.527239834863,127.201409805814,126.669433852738,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.234535,-118.451706,91402,2
"83",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,7.01066000171457,8.68250478646431,6.3683338099049,10.2776740614426,33.5010058161739,86.8617138544904,93.7961771536155,92.8637047290205,"Toyota","Lexus","ES 300","Asian","Sedan","6 Cyl",33.932077,-117.896389,92821,3
"84",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,6.83163440355041,3.98517813308405,3.35337999813129,21.2399753880655,41.3022493771016,96.0479637277674,96.3435123103326,72.732367468858,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.633531,-117.799486,92603,3
"85",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,3.15333702390443,4.07278985018765,16.6336460312313,14.986445933813,41.9490970951723,77.9775811353788,80.7697312336288,79.3471850940542,"General Motors","Chevrolet","Lumina","Domestic","Sedan","6 Cyl",33.840571,-117.562102,92881,2
"86",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,1.79066576202275,7.07096827407947,1.86438386765628,4.25166126202348,27.5281909512727,102.798115307144,97.8405739596758,96.2748731984338,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.812352,-118.218581,90810,3
"87",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.51492421790533,29.3823224008383,3.45890944971606,4.10385624519075,56.5047450423797,142.874551436402,139.98517243828,139.978265348217,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.180469,-118.908145,91320,1
"88",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.34860038125586,8.61947468260681,3.31338177807099,6.60231131380244,32.7014097012574,92.6471556636517,90.9736382163465,90.3928579753098,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.823605,-118.025316,90630,1
"89",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,1,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,10.3924964933828,10.0367631508357,14.2848922631793,5.66584303403952,39.5623953917649,75.3849775529185,94.3141900082509,92.8768344992782,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",34.026209,-117.644208,91761,3
"90",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,0.95977587436595,4.45666123922773,3.43675304186789,1.50988671158795,36.1497575230638,118.103408384926,122.62652526649,122.150005711451,"Nissan","Nissan","Xterra","Asian","Sport Utility","6 Cyl",34.16399,-118.431306,91423,2
"91",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.87309517379713,4.83863496688381,9.17033790328669,6.05392041895576,28.112683094621,107.002955148547,106.193096837244,105.787444117798,"General Motors","Chevrolet","Impala","Domestic","Sedan","6 Cyl",33.955481,-118.276717,90003,3
"92",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.04038748062552,6.78971723610466,3.04430509095843,12.2622215062902,33.079784308062,88.9153462959894,92.2362173965508,91.4423240383332,"Mercedes-Benz","Mercedes-Benz","500SEL","European","Sedan","8 Cyl",33.884614,-117.945521,92833,1
"93",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,10.3107877193187,15.7084372693955,11.3848883297246,3.86454411099344,46.1194608863188,129.403132522965,131.953213371917,131.642845991863,"Honda","Acura","2.2CL","Asian","Coupe","4 Cyl",34.213265,-118.634729,91304,1
"102",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,1.92193814157735,5.2325628177904,7.591288248965,4.20211221387237,30.4663868601557,112.041156221747,104.420529813714,104.316107095167,"Chrysler","Chrysler","PT Cruiser","Domestic","Wagon","4 Cyl",33.848597,-118.389788,90277,3
"103",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,2.17623623714415,7.40690191113773,8.91099418131901,8.77221683728972,29.278923351931,109.720401526174,111.51279271018,111.048597783372,"Bavarian Motor Works","BMW","525I","European","Sedan","6 Cyl",34.032634,-118.310197,90018,3
"104",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,1,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,1.71553755358059,8.59412737199583,6.66590112519973,6.61573939940391,35.5375079728754,93.4356579040154,93.7728646742853,87.4049624074425,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.771878,-118.020839,92683,1
"105",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,1.30239169414282,1.40417375170278,6.78646634393528,2.58203381902341,28.5593698662935,108.991989853077,105.021307767286,104.74968069905,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.904443,-118.324196,90249,1
"106",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,1,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,4.20691840018268,6.2972096517992,4.26562605991581,5.76406605006702,24.9778207282253,101.700057530677,98.5720529331083,98.1765222511697,"Volkswagen","Volkswagen","Jetta","European","Sedan","4 Cyl",33.866635,-118.19145,90805,3
"107",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,1,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,6.16360065594195,6.09174161368889,6.16310842510684,12.8242089716037,35.197149018444,85.9925700191179,91.3400772130468,90.4384708504362,"Honda","Honda","Pilot","Asian","Sport Utility","6 Cyl",33.895153,-117.887795,92835,1
"108",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,3.57669300393695,4.72950265017892,9.30297202906293,11.8442178585232,40.2637984564155,92.5202925914397,92.8436363859534,82.874721279345,"Toyota","Toyota","Tundra","Asian","Pickup","6 Cyl",33.743058,-117.928704,92704,1
"109",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,10.2459298722921,5.96436518171354,11.248159507578,15.4961462885731,30.97894868717,81.0711989180508,87.3614689525037,86.3159212817894,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.871198,-117.785874,92886,3
"143",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,4.38268074715284,7.10278527908467,4.80916560109591,8.65016188316029,27.152585653018,108.444717269281,102.896068235308,98.997155551588,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.787744,-118.327261,90717,1
"161",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,7.64345339827798,9.40797260011082,21.7801372986501,14.7282343020262,48.3668073896011,74.6909906442017,80.1145860345396,78.4459425445513,"Bavarian Motor Works","BMW","525I","European","Sedan","6 Cyl",33.859433,-117.44108,92503,1
"162",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.07427194947603,7.63694333619092,11.1973304117738,13.1088933035985,28.8626445872485,103.724094643876,108.228631210946,107.604267818666,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.038209,-118.192842,90063,2
"163",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,1.96049671726872,6.90251030998262,2.04213567965564,4.15918762586491,27.1747419611146,102.484662989066,97.1689361053997,96.4695438512393,"Toyota","Toyota","Camry Solara","Asian","Coupe","4 Cyl",33.820708,-118.211851,90810,3
"164",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.77822932748488,6.78629749759348,5.28462732395037,4.13249057323425,38.5319355819925,117.652257974694,125.116905372544,124.532281200668,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",34.22666,-118.398047,91352,1
"165",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,5.14571436083407,11.3956422402776,1.3924121232038,11.0059600689626,28.8398735555333,91.9335943092465,96.868567820015,96.073904967394,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.941697,-117.991365,90603,2
"166",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,12.9439978090311,4.86623310848178,5.45708543975916,27.3265026833253,43.8060214783791,98.9835625821556,99.2618678941997,70.8564194283683,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.562383,-117.723096,92656,1
"167",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,2.69406789559286,8.56437411888764,12.2372780500791,9.4750969509613,28.8231251987666,105.93371442699,107.862321353896,107.350419889447,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.003871,-118.244905,90011,2
"168",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,0.847096467343051,7.43932291942709,7.34408918235365,7.65744517596376,36.6977865592627,93.6056332046484,93.9398481437747,86.2511868733156,"Honda","Honda","Odyssey","Asian","Van","6 Cyl",33.760573,-118.004328,92683,1
"169",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,2.69768947597947,7.75522241952397,2.69551480167667,5.76712328580693,28.5308082323121,104.41793594306,100.385796225393,96.075908917012,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.785354,-118.251344,90744,3
"170",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,3.99130728052862,9.36546766674201,4.05360038092842,2.6615570707271,29.7900231862173,101.301851590266,98.3832019646874,93.9838752299763,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.7858,-118.192439,90813,2
"171",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,5.74650065581602,5.8814835511867,10.837289773599,2.17010076995656,31.0184621991115,113.557447146368,108.941339780774,108.745924169554,"General Motors","Chevrolet","Astro","Domestic","Van","6 Cyl",33.924253,-118.407714,90245,4
"172",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,6.21276042789112,6.081936359647,6.40693463148024,9.03943961494299,23.0932423165034,102.425902555131,101.471981865441,101.013389504838,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.916007,-118.197191,90262,3
"173",9.90255844,9.78712226086754,9.92580869645,10.15585651715,1,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,2.12305277393431,6.02974382441745,2.19487971480702,4.9593535836933,26.0114878935966,102.673236517288,97.8062275083976,97.4831363339095,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.839139,-118.213437,90810,1
"174",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,1,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,4.29005600970162,10.7702285988236,1.93869315233262,11.7927972919422,29.2467138932423,91.8636484630753,96.1783146928576,95.4014137251148,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.929362,-117.992821,90604,3
"175",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,1,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,9.45452229161557,12.5399732715119,11.038161506095,8.64559256048387,44.0943707783463,121.12773894827,130.645309290008,130.017102629682,"Volkswagen","Volkswagen","Beetle","European","Hatchback","4 Cyl",34.305712,-118.432148,91342,2
"176",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,1,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,3.91615190127277,4.19783801943397,5.68317303732871,10.0122005363163,28.2726868694401,110.155847343315,114.398831243324,113.854764695133,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.088904,-118.301928,90029,2
"177",9.90255844,9.78712226086754,9.92580869645,10.15585651715,0,0,0,0,-0.387866954814639,-0.941361243681645,0.569264248535776,0.397257381808598,2.4659352010818,5.81264989574884,4.89819420651028,9.03332896335404,35.8843484386222,90.4885498851574,90.822846056711,87.3479944920169,"Mazda","Mazda","MPV","Asian","Van","6 Cyl",33.798583,-117.972652,92841,2
"178",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,12.3010603121266,3.98633617828983,4.76043241210085,28.6200996397667,43.6219209077457,93.7560327589782,94.0275247987198,72.9030201845489,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.622121,-117.650386,92692,1
"179",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,1,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,10.8277376199093,2.9754966521535,3.428645166567,25.5620547695393,41.8065412070489,97.4394211692657,97.7222677688801,70.3118134438137,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.591032,-117.737953,92656,3
"180",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.66724596025537,3.6896771131422,6.23826936566379,10.7434470210526,29.149271094172,109.296189402722,113.923992387787,113.357675079143,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.089665,-118.284973,90029,2
"181",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,15.3591077589957,13.3445996851685,6.40240482810377,6.79525618476636,28.8915587687956,95.6334182404864,108.30807755615,107.325855926452,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.126183,-118.003758,91016,2
"182",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.03038106580177,4.02433989113546,8.83493013059773,4.84100517128981,28.694861832415,107.968001752343,106.393030682553,106.025386890177,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.947065,-118.296892,90044,2
"183",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,0.439479611928634,25.4063630395918,1.15441054315283,0.453118589752727,52.4207196894396,138.777054725402,136.212455604723,136.164793171727,"Ford","Ford","Mustang","Domestic","Coupe","6 Cyl",34.15863,-118.835393,91361,3
"194",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,1,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,20.3520608963153,20.2604569980917,6.08453536727519,4.90431417073185,33.2916151250232,86.6006024126308,104.381587792504,103.135838468414,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.129291,-117.822571,91741,1
