"","realprice1","realprice2","realprice3","realprice4","br1","br2","br3","br4","residual.price.1","residual.price.2","residual.price.3","residual.price.4","min.dist.honda","min.dist.nissan","min.dist.toyota","min.dist.vw","DIST10.honda","DIST10.nissan","DIST10.toyota","DIST10.vw","TRADEMANUFACTURER","TRADENAME","TRADEMODEL","TRADEORIGIN","TRADEBODYTP","TRADECYLINDER","CUSTLATITUDE","CUSTLONGITUDE","ZIPCODE","brand"
"1176",9.900739662,9.78241633511987,9.91080928,10.2011645832,0,0,1,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,6.57325302500111,13.2872503604257,0.64375595724616,10.6131421431012,26.9876063671041,93.4848015237415,98.7260513198484,97.9447913971298,"Toyota","Toyota","Tacoma","Asian","Pickup","4 Cyl",33.961538,-118.016348,90605,3
"1177",9.900739662,9.78241633511987,9.91080928,10.2011645832,0,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,5.84832070647861,29.5852034532921,4.54713474123944,5.37116051141037,57.7762842577809,143.307368591881,141.827493354015,141.768809876197,"General Motors","Oldsmobile","Intrigue","Domestic","Sedan","6 Cyl",34.221071,-118.903577,91360,3
"1188",9.913289358,10.0531486541,9.9281801651,10.1048654260329,1,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,4.00633825149608,3.86896370256974,8.53543640724442,17.586280332016,45.5471535713126,99.0162516913516,99.3240847636527,75.1737791046921,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.621885,-117.896076,92660,1
"1189",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,3.28660016290857,25.4023432524922,37.7318714950662,18.516890782826,63.0767900062819,61.7641831668349,91.553028728537,89.3799326960648,"General Motors","Oldsmobile","Alero","Domestic","Sedan","6 Cyl",34.0594,-117.1958,92375,1
"1190",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,1,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,3.69067102270613,9.21998974774177,3.66080153895822,6.01321509204266,32.321449025818,93.2503988911604,91.3584530056926,90.7197582894913,"Nissan","Nissan","Murano","Asian","Sport Utility","6 Cyl",33.822912,-118.036818,90630,1
"1191",9.913289358,10.0531486541,9.9281801651,10.1048654260329,1,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,5.27496449069646,29.8265214110143,4.06692718870961,4.82183776326388,57.3730357524174,143.436856003935,141.047248941689,141.024672002876,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.197889,-118.913627,91320,1
"1192",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,5.08587379692872,11.1043923893356,6.14517255653118,3.33076888866481,33.3964992916901,95.5722657693557,95.6406463338686,89.60452293547,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.773169,-118.085026,90740,3
"1193",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,2.7445474439476,5.43417518352964,4.28993257200416,6.97107996805242,26.761769135985,108.668959199692,101.701673981333,100.309154194823,"Ford","Ford","Explorer Sport Trac","Domestic","Sport Utility Pickup","6 Cyl",33.812668,-118.329584,90505,1
"1194",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,3.00656365653974,7.01837248119957,2.95915639141421,7.39711934518904,27.7020177597316,106.076584908402,101.238989548006,97.4155686828311,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.789429,-118.282404,90744,3
"1195",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,11.4551300479599,5.39238211212528,7.95014293343437,11.2598766507966,33.8176887804214,109.496594451924,119.889452804803,119.12921955543,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",34.215173,-118.240986,91214,3
"1196",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,1.41757367081544,1.39706946536706,6.45793385616258,3.78052445136841,27.6154546705473,107.833552714565,104.499325140339,104.191239126865,"Ford","Ford","Expedition","Domestic","Sport Utility","8 Cyl",33.909125,-118.30138,90249,3
"1224",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,1,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,6.64936001901665,7.20945060994876,8.44224816062478,4.27661981222985,28.368544165707,114.135801191439,114.299106813679,113.939053007797,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.033394,-118.395036,90034,3
"1225",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,1,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,5.00615863058592,5.03802453350758,10.167647785728,4.65151127569587,30.2027421044718,109.308376929884,107.920523325371,107.562159038696,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.961524,-118.319506,90305,3
"1226",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,1,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,1.04167053648346,5.01817309563037,0.960024272430324,6.97269045495952,25.7900377259113,105.46921261555,98.9967542253508,98.5804803406154,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",33.822925,-118.268106,90745,3
"1227",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,16.8878650246077,9.51955697906034,10.1467246980384,30.9245887893482,47.9320202983751,102.957270021575,103.227905552887,66.3647619226591,"Chrysler","Jeep","Liberty","Domestic","Sport Utility","6 Cyl",33.495793,-117.705485,92677,4
"1228",9.8946517092316,9.953554045,9.891111281,10.0539561720278,1,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,2.97193614881943,7.46167733135244,2.92683046843042,7.74159652783695,33.4724670882223,91.4808648251614,90.3671097601255,89.7494402458255,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.824569,-118.003116,92804,1
"1243",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,1,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,5.00278982984681,22.6305720194293,31.3612356896744,12.6963692898605,57.9120032544531,61.764085727837,96.3299850206055,94.3282306711731,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.117999,-117.319166,92411,1
"1244",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,1,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,4.33415973866228,8.16142661200883,9.60376147137349,6.95385429866018,29.5952645750079,111.362452798744,111.743686523767,111.34654018164,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.015783,-118.346238,90008,3
"1245",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,0,1,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,6.93805066328009,3.36537926411024,9.40718030896605,14.0522629161514,33.128112989613,105.270225920748,113.081754906503,112.365001705954,"Volkswagen","Volkswagen","Jetta","European","Sedan","4 Cyl",34.1207,-118.195668,90042,2
"1246",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,1,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,4.13383650923021,3.52960703829108,8.45657820775269,13.1217611912501,31.9380082026648,106.560133752055,112.349810489071,111.714666522111,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.090091,-118.231591,90031,2
"1247",9.917390458,9.85435621136657,9.9133888664,10.1650680484,1,0,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,3.92971721839278,7.48979602811149,11.1037785621813,6.73202764732065,30.7133143738311,109.825686090596,109.91470517841,109.510781039823,"Honda","Honda","Civic","Asian","Hatchback","4 Cyl",33.99709,-118.321353,90043,1
"1248",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,4.90458304938366,7.10004883831204,11.2061068290574,14.3401100479509,29.41680538319,103.25936692281,108.690803986004,108.030281128177,"Ford","Mercury","Cougar","Domestic","Coupe","6 Cyl",34.05314,-118.179333,90063,2
"1250",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,0,1,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,3.82386494832644,6.76491595354675,5.03058928459934,8.09889968817425,26.8694115165043,108.953555371758,102.893686822445,99.6525369688127,"Volkswagen","Audi","A4","European","Sedan","4 Cyl",33.794121,-118.336435,90505,1
"1251",9.917390458,9.85435621136657,9.9133888664,10.1650680484,1,0,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,2.2885939808013,9.17345997393757,2.33140374756914,11.015646036222,30.5642731317163,91.3919988527845,94.361014043924,93.6176141301432,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",33.899901,-117.989878,90638,1
"1252",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,0,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,3.56509354804603,5.35846110193678,21.1224864812569,11.2891437622017,44.496504014079,73.5924027739713,83.5895681739203,82.0343971713841,"Porsche","Porsche","Boxster","European","Convertible","6 Cyl",33.8952,-117.51625,92879,1
"1253",9.917390458,9.85435621136657,9.9133888664,10.1650680484,0,0,1,0,-0.280876550637838,0.329462418350682,0.193829103906697,0.763618554951211,10.3753304758468,1.52588692332159,2.38379044613597,26.2752427625177,41.7425968581048,94.8118867365096,95.0913332477517,70.862438190314,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.620431,-117.70045,92630,3
"1254",9.900739662,9.78241633511987,9.91080928,10.2011645832,0,0,1,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,5.40714585750394,5.75660648863615,7.10959436461986,5.73508469298805,28.2218522613337,113.099159943886,114.443973734504,114.031429440267,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",34.050904,-118.370317,90035,2
"1267",9.913289358,10.0531486541,9.9281801651,10.1048654260329,1,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,4.35203498750078,7.34733635947401,5.40520135225483,8.62309982674147,27.1367723600141,109.054802500887,103.402700946713,99.344939030196,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.785908,-118.338907,90505,1
"1268",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,9.91132856061772,21.4001332587438,11.1854128426112,10.373812106839,43.8339026200778,132.067555236092,126.464987068657,126.483103525387,"Subaru","Subaru","Forester","Asian","Sport Utility","4 Cyl",34.0334,-118.7392,90265,1
"1269",9.913289358,10.0531486541,9.9281801651,10.1048654260329,1,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,1.40302869152039,7.73985544698889,1.41898108128796,10.667487090694,31.9599337524886,90.5289116517933,92.8121293268109,92.075608749937,"Honda","Honda","Accord","Asian","Sedan","6 Cyl",33.879587,-117.977132,90621,1
"1270",9.913289358,10.0531486541,9.9281801651,10.1048654260329,1,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,4.83612473971353,12.9335789856082,3.66430639046865,9.54268916111324,26.8066120328307,95.4368951202565,97.416988514529,96.7655622733045,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.916101,-118.063885,90650,1
"1271",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,23.7555578341737,24.0105845882453,24.6797901144945,32.5330830754108,59.2033363395194,87.9255441549623,91.2521730862268,79.1161560929343,"Ford","Ford","Taurus","Domestic","Sedan","6 Cyl",33.635711,-117.271286,92595,3
"1272",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,4.75713652331701,10.9225396483767,3.00356330503064,4.5321269695262,31.0983079852504,94.9534185048216,92.3705029282542,91.8560806807978,"Toyota","Toyota","Tundra","Asian","Pickup","6 Cyl",33.824838,-118.068853,90716,3
"1273",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,8.01125837228526,10.1672692315726,5.08519423056229,9.77840928695926,23.7764851604325,98.7218624597909,100.126284771148,99.5399146422824,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.932708,-118.123237,90241,3
"1274",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,0,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,13.8724280363576,13.265410910165,11.317986417172,7.91487439158777,38.0308992769776,78.7182098778043,97.7328473721847,96.3446921741998,"Ford","Ford","Explorer Sport","Domestic","Sport Utility","6 Cyl",34.064958,-117.694144,91763,2
"1275",9.913289358,10.0531486541,9.9281801651,10.1048654260329,0,0,1,0,-0.363876546688932,1.85244456690291,0.494819222280727,0.280002460466532,15.675534893536,6.8019836714561,7.64059443826441,31.007890613858,46.9760136643765,98.0841067482914,98.3497956731283,68.562062780206,"Toyota","Scion","tC","Asian","Hatchback","4 Cyl",33.554544,-117.646446,92694,3
"1304",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,4.07361379376457,5.44416949810529,4.69256647917975,20.8502730274278,36.6084128628845,90.8467616159909,91.1437994757555,75.8535041535473,"Mitsubishi","Mitsubishi","Galant","Asian","Sedan","4 Cyl",33.7047,-117.7663,92620,3
"1305",9.8946517092316,9.953554045,9.891111281,10.0539561720278,1,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,6.78484794534843,6.04606874649368,7.23039020014087,4.40652811366014,29.2567046012616,114.464593477757,115.327229616256,114.945746209367,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.051473,-118.396501,90035,1
"1306",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,1,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,6.65675487936609,2.21168351876436,8.24743948124331,12.8924676196043,32.4469266056201,106.430518262041,113.948284316467,113.253767742376,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.125248,-118.216742,90041,2
"1307",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,1,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,3.38760736829464,7.02025950083091,3.34030502292714,8.01190187903592,34.0503877713042,91.0522673642515,90.3619906261308,89.1753657907286,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.818438,-117.99569,92804,3
"1327",9.922192519,9.8337010537138,9.9243190621,10.079846498177,1,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,3.45780021787172,18.7785090146446,17.294579595894,13.654848037055,50.7587967733675,128.014916042369,137.346390816089,136.777017347001,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.365527,-118.541803,91321,1
"1328",9.922192519,9.8337010537138,9.9243190621,10.079846498177,1,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,1.74749046658949,23.5965505773116,22.0950624925347,18.731840347452,55.3758128216975,130.48106766251,141.934245261451,141.304925633188,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.4403,-118.5529,91354,1
"1329",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,2.65474848704115,5.48240127151446,6.97636629593928,9.31292004380296,28.4330185621026,109.94558725687,113.157469748243,112.646692545595,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.064942,-118.305294,90020,3
"1330",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,1.65228234382451,5.22042356189714,3.8819296097875,1.20696637763891,37.2237837424543,118.321571596923,123.762378439076,123.255209672062,"Nissan","Nissan","Quest","Asian","Van","6 Cyl",34.186732,-118.42716,91401,2
"1331",9.922192519,9.8337010537138,9.9243190621,10.079846498177,1,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,9.64082145367469,11.3395425580752,11.6929474229729,3.47348141137113,34.981952170223,121.769870716484,119.863758542602,119.653348775383,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.046519,-118.538488,90272,1
"1332",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,5.91883163128879,10.3305512520445,8.88511499082075,5.1314117998831,42.3761313074659,122.079031550273,128.93996766365,128.414188015019,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.252769,-118.474832,91343,2
"1333",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,1,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,6.87353476071001,4.99431805850688,3.99050767873956,6.65526287481257,35.0400748727179,113.499601688773,121.553761556575,120.911200129174,"Toyota","Lexus","IS 300","Asian","Sedan","6 Cyl",34.201844,-118.326115,91504,3
"1335",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,4.35849255898848,3.75270365955986,5.2499828786792,8.93081957486461,28.3373902168728,111.178389993481,114.884970934421,114.370070788333,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.086163,-118.32266,90038,2
"1336",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,7.911576107247,12.7995668125755,3.77963916182992,12.101203555252,24.1023228134173,97.0031319899585,100.607961738044,99.9273296491799,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.961198,-118.083968,90670,2
"1337",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,1,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,9.21073663897427,0.618299849668143,1.33656792147613,25.2482105215968,40.5850897473262,94.1438476522034,94.4264412005426,70.2519820323187,"Toyota","Toyota","Avalon","Asian","Sedan","6 Cyl",33.6347,-117.7129,92630,3
"1338",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,20.2921828334335,18.3115863550014,5.74216734660018,5.11886944975039,31.5799721065227,91.5276027556672,107.778225561705,106.638315018736,"General Motors","Saturn","Ion 3","Domestic","Coupe","4 Cyl",34.153192,-117.910155,91702,4
"1339",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,2.85204911923101,3.48092383939499,9.9817679919002,14.5067874133183,38.7785361086053,90.079950450836,90.3975085845254,82.0689597520636,"Ford","Ford","Expedition","Domestic","Sport Utility","8 Cyl",33.759009,-117.872564,92706,1
"1340",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,1,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,5.32820080589282,23.9832008478426,32.392485788072,13.907271324553,59.1057610496651,61.4165475780934,97.1824072574107,95.1504080728187,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.132362,-117.301818,92405,2
"1341",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,3.25984284322884,20.3724566767178,31.2168858739572,12.0384040096121,56.9470782857342,60.267367027831,93.0014437704128,91.0149215239853,"General Motors","Chevrolet","Silverado 1500","Domestic","Pickup","8 Cyl",34.06935,-117.318588,92324,1
"1342",9.922192519,9.8337010537138,9.9243190621,10.079846498177,1,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,7.33378770321912,9.13160391692424,23.8369250751449,11.8317858641645,48.2578901019217,71.8408374670592,83.1371903376438,81.4472624271209,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.903684,-117.445922,92503,1
"1343",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,0,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,5.10413658936172,19.5169903842025,18.0248763952339,15.5731893274716,50.6239444808499,124.625452965278,137.031158412175,136.326745773007,"General Motors","Pontiac","Grand Am","Domestic","Coupe","6 Cyl",34.406609,-118.451517,91387,1
"1344",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,2.45625760195447,3.41369096199706,2.38446060100844,6.3750048770488,25.2150521073412,106.67437681815,100.509867831888,100.286015187183,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.841778,-118.288919,90502,1
"1345",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,2.9019499688815,23.6235577643336,22.1183881036354,19.075324471762,55.1391792762866,129.188556975672,141.62922367428,140.95539730274,"Honda","Honda","Accord","Asian","Sedan","6 Cyl",34.451851,-118.519944,91350,1
"1346",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,3.12640172955114,5.37276599454226,5.31113927123008,18.7049797627109,39.5758776655375,93.2667494842312,93.5696860186663,76.2388351697996,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.68512,-117.818627,92606,1
"1347",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,1.56927672736562,1.51565653379814,4.00195947957959,4.75293481725489,26.3686034633404,107.416625165657,102.259446038285,102.009886876935,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",33.867993,-118.299727,90248,1
"1348",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,3.0064411648971,8.29543865977909,3.076329975827,3.1339501681565,28.6688090145707,101.809851273532,97.8640295973018,95.0506713001397,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",33.800705,-118.200908,90806,3
"1349",9.900739662,9.78241633511987,9.91080928,10.2011645832,1,0,0,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,11.9899746938649,24.434330477813,35.8976478395806,23.0458185931953,63.5961193147106,68.5297411673421,91.29470505259,86.5955782995671,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",33.908013,-117.156174,92555,2
"1350",9.900739662,9.78241633511987,9.91080928,10.2011645832,0,0,1,0,-0.615758927432622,-1.02064272132242,0.141791159766687,1.26811611575848,8.14159856384165,4.92768448646128,11.8174762562468,17.842040834715,31.7124784340045,82.9473554687388,85.0809804615994,84.0635349963054,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.83714,-117.778419,92807,3
"1359",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,1,0,0,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,6.91950832663819,12.3585906063056,11.3189025231283,3.00553502938562,43.3144054686578,125.976002978886,129.442224144376,129.071075244565,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.206695,-118.569956,91306,2
"1360",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,0,0,0,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,4.52853652394739,9.76614559944209,4.26096044897751,5.256810880747,32.3841021362638,93.7888764197939,92.1987450718206,90.5908770817079,"Mitsubishi","Mitsubishi","Eclipse","Asian","Hatchback","4 Cyl",33.814075,-118.047958,90630,3
"1361",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,0,0,0,1,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,2.86854750787061,8.31538256700125,7.21508151858363,2.54224650346548,39.7827419008742,121.859826994683,126.14861759906,125.713472395525,"Volkswagen","Volkswagen","Passat","European","Sedan","6 Cyl",34.191005,-118.49503,91406,1
"1362",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,0,0,1,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,15.7986101771743,15.9187461532644,17.026047097389,4.51745120147973,44.3462797288451,74.7073096576392,99.0859473857272,97.5031596376366,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.112155,-117.591049,91730,3
"1363",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,1,0,0,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,0.394194987078401,5.77040778457444,4.68565126136222,0.487862304425591,37.4206249645813,119.355728610071,123.870109040663,123.405112186208,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.174624,-118.45197,91411,1
"1364",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,1,0,0,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,4.3302915701438,8.10995982194964,8.15329595215324,7.86408713795828,30.1852297735583,112.294424638375,105.06787589867,102.131176361444,"Honda","Acura","3.2CL","Asian","Coupe","6 Cyl",33.796034,-118.399428,90274,1
"1365",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,1,0,0,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,5.50866030783491,19.7372891385467,18.2509882259799,15.911450762405,50.7112815207365,124.356478431653,137.080101958625,136.362412579227,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.411476,-118.443326,91387,4
"1366",9.9466457687,9.9303461985,9.94306856715,10.0373586399728,0,0,1,0,0.198130918231899,-1.17923382782561,0.757156607180107,-0.285201048397528,9.43317678138147,18.231382627141,31.4119444745582,16.8001410203387,57.3195438364773,68.0783737595732,84.7514339201572,84.1055814553006,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.927402,-117.277017,92553,1
"1404",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,6.7119949616153,10.1955602871537,3.11103299755639,7.92961809539008,25.4366608930061,98.0159797010777,98.298652871881,97.738695224398,"General Motors","Buick","Regal","Domestic","Sedan","6 Cyl",33.90478,-118.115226,90706,3
"1405",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,0,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,5.04095553750987,6.17920781433366,7.56347092857547,5.95706130376217,27.6832043444637,112.700999756096,113.89552408491,113.484117264965,"Ford","Ford","Explorer","Domestic","Sport Utility","6 Cyl",34.044349,-118.364454,90019,1
"1408",9.8946517092316,9.953554045,9.891111281,10.0539561720278,0,0,1,0,-0.298429412210089,-1.18638360137391,-0.256341726964225,-0.178359730930012,8.59298703720961,12.4651212747723,10.9684421490498,7.78562212253747,44.3864560972196,122.582128050169,130.973968397757,130.397437657168,"Toyota","Toyota","4Runner","Asian","Sport Utility","6 Cyl",34.293033,-118.467165,91342,4
"1425",9.922192519,9.8337010537138,9.9243190621,10.079846498177,0,1,0,0,-0.18325655252754,-0.329905878180468,0.540541985420902,0.147540589961214,2.65911516961043,2.79959681614176,7.72283541502563,0.980599842553804,30.0400349715835,110.706791943424,105.923342296546,105.701062633179,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",33.899845,-118.357534,90260,2
